epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,433.359,1.18538,1.49792,1.59435,0.95926,0.97403,0.97368,0.68118,1.23253,0.90369,1.81223,0.00112379,0.00112379,0.00112379
141,436.407,1.23584,1.55362,1.61072,0.9829,0.97403,0.97709,0.71052,1.16122,0.92379,1.74868,0.00111348,0.00111348,0.00111348
142,439.463,1.25382,1.57098,1.62016,0.94729,0.97403,0.97669,0.72298,1.1775,0.89752,1.72437,0.00110317,0.00110317,0.00110317
143,442.511,1.23746,1.55992,1.5998,0.98648,0.94756,0.97336,0.71395,1.12469,0.88858,1.70811,0.00109284,0.00109284,0.00109284
144,445.542,1.2129,1.51,1.59516,0.98681,0.97175,0.9747,0.71338,1.08716,0.88351,1.686,0.00108251,0.00108251,0.00108251
145,448.61,1.2048,1.52392,1.59978,0.94591,0.97403,0.97118,0.70073,1.11954,0.86752,1.70299,0.00107216,0.00107216,0.00107216
146,451.733,1.19736,1.51549,1.59209,0.94907,0.94805,0.97014,0.68757,1.18524,0.86768,1.78793,0.00106181,0.00106181,0.00106181
147,454.8,1.21377,1.47373,1.5852,0.95868,0.97403,0.97494,0.68946,1.18813,0.89768,1.78197,0.00105146,0.00105146,0.00105146
148,457.846,1.19234,1.4618,1.57295,0.96477,0.92208,0.97246,0.69451,1.10561,0.87561,1.68681,0.0010411,0.0010411,0.0010411
149,460.879,1.19073,1.43701,1.57674,0.98677,0.92208,0.97301,0.7111,1.12766,0.8253,1.74959,0.00103073,0.00103073,0.00103073
150,463.953,1.22526,1.492,1.60039,0.97397,0.97183,0.975,0.65986,1.33444,0.91328,1.90433,0.00102037,0.00102037,0.00102037
151,467.003,1.225,1.47742,1.59136,0.96841,0.94805,0.98016,0.68458,1.22607,0.88769,1.79508,0.00101,0.00101,0.00101
152,470.044,1.22498,1.48932,1.60135,0.98435,0.97403,0.97555,0.73451,1.05491,0.82264,1.62793,0.000999633,0.000999633,0.000999633
153,473.245,1.23643,1.4954,1.58286,0.98404,0.97403,0.97189,0.68084,1.15983,0.87507,1.69127,0.000989267,0.000989267,0.000989267
154,476.274,1.16385,1.39325,1.53837,0.97212,0.97403,0.97435,0.72025,1.12154,0.80355,1.67014,0.000978903,0.000978903,0.000978903
155,479.314,1.2009,1.39204,1.57377,0.96136,0.97403,0.9767,0.68215,1.28356,0.84897,1.83732,0.000968543,0.000968543,0.000968543
156,482.366,1.21202,1.48848,1.57362,0.97368,0.96093,0.99,0.74704,1.0905,0.74584,1.59775,0.000958187,0.000958187,0.000958187
157,485.406,1.20367,1.42849,1.58032,0.96092,0.97403,0.98679,0.74499,1.13186,0.76007,1.65176,0.000947837,0.000947837,0.000947837
158,488.443,1.19057,1.47466,1.57738,0.98615,0.96104,0.98036,0.73365,1.0504,0.7441,1.57365,0.000937494,0.000937494,0.000937494
159,491.481,1.20572,1.49093,1.57088,0.97084,0.96104,0.97502,0.72322,1.06764,0.79464,1.61843,0.000927159,0.000927159,0.000927159
160,494.538,1.17882,1.43435,1.58309,0.9493,0.9726,0.97399,0.70048,1.11695,0.82275,1.69885,0.000916833,0.000916833,0.000916833
161,497.559,1.21655,1.50809,1.59572,0.98682,0.97267,0.97769,0.70934,1.095,0.7944,1.68406,0.000906517,0.000906517,0.000906517
162,500.604,1.16083,1.45343,1.54762,0.96049,0.97403,0.97747,0.70508,1.07815,0.77758,1.69222,0.000896212,0.000896212,0.000896212
163,503.657,1.20888,1.44484,1.5637,0.98377,0.97403,0.97674,0.69913,1.16009,0.77611,1.79213,0.00088592,0.00088592,0.00088592
164,506.703,1.20737,1.50015,1.59458,0.97088,0.97403,0.97597,0.71128,1.13069,0.76887,1.73357,0.000875642,0.000875642,0.000875642
165,509.76,1.18353,1.42336,1.53942,0.97365,0.95963,0.97452,0.70974,1.10365,0.79204,1.69387,0.000865378,0.000865378,0.000865378
166,512.831,1.16769,1.46757,1.56232,0.94672,0.96104,0.97853,0.69572,1.16344,0.7708,1.71802,0.00085513,0.00085513,0.00085513
167,516.075,1.20201,1.4729,1.5886,0.93929,0.96104,0.97621,0.70914,1.1293,0.82415,1.70053,0.000844899,0.000844899,0.000844899
168,519.13,1.16532,1.42082,1.55504,0.95634,0.97403,0.97767,0.72384,1.07818,0.76697,1.65741,0.000834686,0.000834686,0.000834686
169,522.144,1.18756,1.42894,1.57319,0.97181,0.97403,0.97595,0.71924,1.11098,0.80152,1.66774,0.000824492,0.000824492,0.000824492
170,525.208,1.14414,1.42053,1.54111,0.97356,0.97403,0.98026,0.71271,1.12389,0.77908,1.67618,0.000814319,0.000814319,0.000814319
